AGS,GEN,BEZ,EWZ,KFL_km2,Turbine_Count,Total_Bruttoleistung_kW,Total_Nettoleistung_kW,Landkreis_Names,Steuerkraft,Einwohnerdichte,Waldflaeche_Prozent,Landwirtschaft_Prozent,Beschaeftigte_Primar,Beschaeftigte_Sekundar,Beschaeftigte_Tertiar,Wind_Density_kW_km2,Economic_Structure
04011,Bremen,Kreisfreie Stadt,577026,318.2,73,135774,135774,Bremen,1274.22998046875,1836.36999511719,3.0699999332428,29.8999996185303,0,21.4499969482422,78.5500030517578,426.6939032055311,Dienstleistungsorientiert
04012,Bremerhaven,Kreisfreie Stadt,114677,101.41,19,66240,66240,Bremerhaven,870.510009765625,1166.78002929688,3.58999991416931,17.6599998474121,0,20.779998779296903,79.2200012207031,653.190020708017,Dienstleistungsorientiert
05111,Düsseldorf,Kreisfreie Stadt,631217,217.41,0,0,0,NA,2259.830078125,2834.82006835938,13.3900003433228,17.5,0.119999997317791,11.1099996566772,88.7600021362305,0,Dienstleistungsorientiert
05112,Duisburg,Kreisfreie Stadt,503707,232.84,1,2300,2300,Duisburg,887.080017089844,2161.080078125,11.5100002288818,16.1100006103516,0.0500000007450581,24.5100002288818,75.4499969482422,9.878027830269714,Dienstleistungsorientiert
05113,Essen,Kreisfreie Stadt,586608,210.34,0,0,0,NA,1143.78002929688,2729.30004882813,15.789999961853,14.8100004196167,0.0599999986588955,14.710000038147,85.2300033569336,0,Dienstleistungsorientiert
05114,Krefeld,Kreisfreie Stadt,228550,137.77,17,20151,20151,Krefeld,1109.13000488281,1672.30004882813,10.1199998855591,30.0900001525879,0.409999996423721,27.7900009155273,71.8000030517578,146.26551498874935,Dienstleistungsorientiert
05116,Mönchengladbach,Kreisfreie Stadt,268943,170.47,18,42509.9,42509.9,Mönchengladbach,988.989990234375,1570.17004394531,11.7700004577637,35.8300018310547,0.129999995231628,20.8199996948242,79.0500030517578,249.36880389511353,Dienstleistungsorientiert
05117,Mülheim an der Ruhr,Kreisfreie Stadt,173255,91.28,0,0,0,NA,999.859985351563,1894.03002929688,19.1299991607666,22.3799991607666,0.189999997615814,25.7800006866455,74.0299987792969,0,Dienstleistungsorientiert
05119,Oberhausen,Kreisfreie Stadt,211099,77.09,1,1,1,Oberhausen,869.059997558594,2769.6201171875,16.25,8.15999984741211,0.0399999991059303,23.8099994659424,76.1500015258789,0.012971851083149565,Dienstleistungsorientiert
05120,Remscheid,Kreisfreie Stadt,112970,74.52,2,1505.5,1505.5,Remscheid,1045.06994628906,1530.60998535156,33.4300003051758,21.4300003051758,0.0599999986588955,43.7400016784668,56.2000007629395,20.202630166398283,Industriell
05122,Solingen,Kreisfreie Stadt,161545,89.54,2,4600,4600,Solingen,942,1854.7900390625,29.5400009155273,20.0100002288818,0.0599999986588955,33.3800010681152,66.5500030517578,51.3736877373241,Dienstleistungsorientiert
05124,Wuppertal,Kreisfreie Stadt,358938,168.39,8,9402,9402,Wuppertal,1029.18005371094,2129.53002929688,28.3400001525879,19.4099998474121,0.0399999991059303,23.5499992370605,76.4100036621094,55.83466951719224,Dienstleistungsorientiert
05154,Kleve,Kreis,321491,1232.99,207,372746.3,372746.3,Kleve,947.539978027344,259.470001220703,14.9200000762939,62.8199996948242,4.59999990463257,23.6800003051758,71.7200012207031,302.310886544092,Ländlich/Agrarisch
05158,Mettmann,Kreis,490251,407.21,5,2835,2835,Mettmann,1851.35998535156,1202.68994140625,21.1299991607666,35.3699989318848,0.219999998807907,27.5400009155273,72.2399978637695,6.9620097738267726,Dienstleistungsorientiert
05162,Rhein-Kreis Neuss,Kreis,458722,576.42,96,246621.5,246621.5,Rhein-Kreis Neuss,1278.55004882813,793.52001953125,9.64999961853027,51.3600006103516,0.990000009536743,25.5100002288818,73.5,427.8503521737622,Dienstleistungsorientiert
05166,Viersen,Kreis,302885,563.27,34,61682.5,61682.5,Viersen,1065.96997070313,528.159973144531,19.3400001525879,50.689998626709,2.07999992370605,27.2600002288818,70.6600036621094,109.50787366627017,Dienstleistungsorientiert
05170,Wesel,Kreis,467511,1042.76,63,126056,126056,Wesel,987.510009765625,438.779998779297,19.2399997711182,51.4799995422363,0.75,25.7099990844727,73.5400009155273,120.88687713376041,Dienstleistungsorientiert
05314,Bonn,Kreisfreie Stadt,335789,141.06,0,0,0,NA,1342.06994628906,2280.44995117188,31.2900009155273,12.1199998855591,0.0700000002980232,6.8600001335144,93.0699996948242,0,Dienstleistungsorientiert
05315,Köln,Kreisfreie Stadt,1087353,405.02,7,16550,16550,Köln,1661.7900390625,2529.28002929688,17.9699993133545,15.9399995803833,0.0399999991059303,13.1199998855591,86.8399963378906,40.86217964544961,Dienstleistungsorientiert
05316,Leverkusen,Kreisfreie Stadt,166414,78.87,0,0,0,NA,1981.5,2128.18994140625,14.7700004577637,22.4699993133545,0.0599999986588955,28.3299999237061,71.6100006103516,0,Dienstleistungsorientiert
05334,Städteregion Aachen,Kreis,564444,706.92,104,235513,235513,Städteregion Aachen,1019.21002197266,823.960021972656,32.7000007629395,37.4099998474121,0.180000007152557,20.6900005340576,79.129997253418,333.1536807559554,Dienstleistungsorientiert
05358,Düren,Kreis,272666,941.48,193,453140.5,453140.5,Düren,924.440002441406,295.769989013672,21.5400009155273,54.7599983215332,0.850000023841858,28.5499992370605,70.5999984741211,481.30655988443726,Dienstleistungsorientiert
05362,Rhein-Erft-Kreis,Kreis,480989,704.7,40,77916,77916,Rhein-Erft-Kreis,1172.22998046875,676.039978027344,14.039999961853,50.1800003051758,0.519999980926514,25.4599990844727,74.0199966430664,110.56619838229032,Dienstleistungsorientiert
05366,Euskirchen,Kreis,199828,1248.72,121,241165,241165,Euskirchen,940.780029296875,161.639999389648,38.9199981689453,45.189998626709,0.839999973773956,27.5699996948242,71.5999984741211,193.12976487923635,Dienstleistungsorientiert
05370,Heinsberg,Kreis,262656,627.92,128,281040,281040,Heinsberg,872.570007324219,417.489990234375,11.6899995803833,59.939998626709,0.860000014305115,28.5900001525879,70.5400009155273,447.5729392279272,Dienstleistungsorientiert
05374,Oberbergischer Kreis,Kreis,275735,918.84,19,19900,19900,Oberbergischer Kreis,1082.81994628906,298.160003662109,40.1699981689453,37.6199989318848,0.449999988079071,39.4900016784668,60.0699996948242,21.657742370815374,Industriell
05378,Rheinisch-Bergischer Kreis,Kreis,286778,437.32,2,275.6,275.6,Rheinisch-Bergischer Kreis,1047.32995605469,648.510009765625,37.6699981689453,34.3600006103516,0.449999988079071,23.75,75.8000030517578,0.6302021403091558,Dienstleistungsorientiert
05382,Rhein-Sieg-Kreis,Kreis,610537,1153.2,5,3209.5,3209.5,Rhein-Sieg-Kreis,1055.06994628906,524.869995117188,31.2000007629395,41.3600006103516,0.930000007152557,25.4799995422363,73.5899963378906,2.783125216788068,Dienstleistungsorientiert
05512,Bottrop,Kreisfreie Stadt,118705,100.61,9,16170,16170,Bottrop,863.450012207031,1181.91003417969,25.6800003051758,28.0499992370605,0.490000009536743,21.1100006103516,78.4000015258789,160.71961037670212,Dienstleistungsorientiert
05513,Gelsenkirchen,Kreisfreie Stadt,265885,104.94,2,4600,4600,Gelsenkirchen,677.619995117188,2547.02001953125,14.2799997329712,10.960000038147,0.0799999982118607,20.7999992370605,79.120002746582,43.83457213645893,Dienstleistungsorientiert
05515,Münster,Kreisfreie Stadt,322904,303.28,47,98550,98550,Münster,1393.76000976563,1012.5,19.4200000762939,43.1399993896484,0.360000014305115,11.5699996948242,88.0699996948242,324.94724347137964,Dienstleistungsorientiert
05554,Borken,Kreis,381627,1420.96,311,642135.3,642135.3,Borken,1155.35998535156,267.269989013672,15.8299999237061,64.0299987792969,1.16999995708466,39.2599983215332,59.5699996948242,451.90244623353226,Industriell
05558,Coesfeld,Kreis,226160,1112.03,116,266230,266230,Coesfeld,1071.53002929688,203.429992675781,16.4899997711182,66.4199981689453,1.86000001430511,29.5300006866455,68.6100006103516,239.40900874976396,Dienstleistungsorientiert
05562,Recklinghausen,Kreis,620646,761.32,71,169632,169632,Recklinghausen,831.820007324219,818.140014648438,27.8899993896484,34.3899993896484,0.490000009536743,25.1900005340576,74.3300018310547,222.8130089843955,Dienstleistungsorientiert
05566,Steinfurt,Kreis,459195,1795.76,298,577348.5,577348.5,Steinfurt,1059.33996582031,250.619995117188,16.3700008392334,62.7299995422363,0.970000028610229,31.5699996948242,67.4700012207031,321.50649307257095,Dienstleistungsorientiert
05570,Warendorf,Kreis,283295,1319.42,179,302755,302755,Warendorf,1061.98999023438,213.889999389648,13.6000003814697,68.7399978637695,1.48000001907349,38.9700012207031,59.5499992370605,229.46067211350442,Industriell
05711,Bielefeld,Kreisfreie Stadt,338410,258.83,7,15300,15300,Bielefeld,1096.92004394531,1280.83996582031,22.7900009155273,32.25,0.200000002980232,20.9699993133545,78.8300018310547,59.11215855967237,Dienstleistungsorientiert
05754,Gütersloh,Kreis,372938,969.21,49,99176,99176,Gütersloh,1398,375.230010986328,15.1999998092651,58.689998626709,0.529999971389771,46.2900009155273,53.1800003051758,102.32663715809782,Industriell
05758,Herford,Kreis,253136,450.4,26,36024.5,36024.5,Herford,1081.0400390625,565.260009765625,10.7200002670288,55.8499984741211,0.479999989271164,39.7799987792969,59.7400016784668,79.98334813499112,Industriell
05762,Höxter,Kreis,141883,1201.42,371,658120.3,658120.3,Höxter,907.97998046875,115.730003356934,29.4500007629395,57.2599983215332,1.10000002384186,33.25,65.6500015258789,547.7853706447371,Dienstleistungsorientiert
05766,Lippe,Kreis,349781,1246.2,102,166477.5,166477.5,Lippe,962.940002441406,278.940002441406,31.1399993896484,48.8600006103516,0.779999971389771,36.1699981689453,63.060001373291,133.5881078478575,Industriell
05770,Minden-Lübbecke,Kreis,316196,1152.42,75,67943.6,67943.6,Minden-Lübbecke,1039.07995605469,278.480010986328,12.5100002288818,62.2400016784668,0.5,34.2900009155273,65.2099990844727,58.957324586522276,Dienstleistungsorientiert
05774,Paderborn,Kreis,315400,1246.78,485,1098587.4,1098587.4,Paderborn,1088.73999023438,253.130004882813,29.3999996185303,51.6399993896484,0.730000019073486,29.6800003051758,69.5999984741211,881.1397359598325,Dienstleistungsorientiert
05911,Bochum,Kreisfreie Stadt,366385,145.66,0,0,0,NA,1038.10998535156,2451.080078125,12.5100002288818,15.5799999237061,0,16.7900009155273,83.2099990844727,0,Dienstleistungsorientiert
05913,Dortmund,Kreisfreie Stadt,595471,280.71,8,12300,12300,Dortmund,1001.84997558594,2142.21997070313,14.5100002288818,23.0100002288818,0.0500000007450581,16.3700008392334,83.5800018310547,43.81746286202843,Dienstleistungsorientiert
05914,Hagen,Kreisfreie Stadt,190490,160.45,13,18200,18200,Hagen,950.830017089844,1188.16003417969,44.6399993896484,16.0400009155273,0.0500000007450581,26.0699996948242,73.879997253418,113.43097538173886,Dienstleistungsorientiert
05915,Hamm,Kreisfreie Stadt,180761,226.66,31,50108.5,50108.5,Hamm,818.679992675781,791.409973144531,11.1499996185303,51.8499984741211,0.140000000596046,23.1399993896484,76.7099990844727,221.07341392393894,Dienstleistungsorientiert
05916,Herne,Kreisfreie Stadt,157896,51.42,0,0,0,NA,823.22998046875,3036.830078125,14.4300003051758,8.09000015258789,0,22.930000305175795,77.0699996948242,0,Dienstleistungsorientiert
05954,Ennepe-Ruhr-Kreis,Kreis,324946,409.65,9,5642.5,5642.5,Ennepe-Ruhr-Kreis,1090.05004882813,769.140014648438,30.9599990844727,37.5099983215332,0.239999994635582,33.8699989318848,65.9000015258789,13.773953374832175,Dienstleistungsorientiert
05958,Hochsauerlandkreis,Kreis,261774,1960.16,85,195300.5,195300.5,Hochsauerlandkreis,1115.58996582031,133.25,55.1300010681152,30.6800003051758,0.920000016689301,39.810001373291,59.2599983215332,99.63497877724267,Industriell
05962,Märkischer Kreis,Kreis,408579,1061.08,30,34910,34910,Märkischer Kreis,1110.47998046875,385.359985351563,51.7700004577637,29.4799995422363,0.340000003576279,48.3699989318848,51.2900009155273,32.900441060052025,Industriell
05966,Olpe,Kreis,134332,712.11,22,25600.9,25600.9,Olpe,1426.5,185.960006713867,59.3199996948242,23.3799991607666,0.46000000834465,52.8699989318848,46.6800003051758,35.950766033337544,Industriell
05970,Siegen-Wittgenstein,Kreis,276625,1132.89,39,89158.6,89158.6,Siegen-Wittgenstein,1181.81005859375,242.190002441406,63.689998626709,18.5400009155273,0.230000004172325,38.7799987792969,60.9900016784668,78.70013858362242,Industriell
05974,Soest,Kreis,306674,1328.63,229,249656.1,249656.1,Soest,1061.94995117188,226.059997558594,20.6900005340576,60.25,1.16999995708466,37.1500015258789,61.6699981689453,187.9049095685029,Industriell
05978,Unna,Kreis,399447,543.21,46,53000,53000,Unna,952.840026855469,729.52001953125,15.6700000762939,50.0499992370605,0.25,28.2000007629395,71.5500030517578,97.56815964360007,Dienstleistungsorientiert
06411,Darmstadt,Kreisfreie Stadt,164792,122.07,0,0,0,NA,1405.19995117188,1350.31005859375,45.1199989318848,18.5400009155273,0.109999999403954,25.6399993896484,74.25,0,Dienstleistungsorientiert
06412,Frankfurt am Main,Kreisfreie Stadt,775790,248.31,0,0,0,NA,2932.22998046875,3018.7900390625,15.1300001144409,23.7000007629395,0.0299999993294477,9.52999973297119,90.4300003051758,0,Dienstleistungsorientiert
06413,Offenbach am Main,Kreisfreie Stadt,135490,44.88,0,0,0,NA,1138.75,2937.71997070313,33.7299995422363,14.0600004196167,0.0399999991059303,18.3700008392334,81.5800018310547,0,Dienstleistungsorientiert
