EinheitMastrNummer,Gemeindeschluessel,Landkreis,Gemeinde,Laengengrad,Breitengrad,Inbetriebnahmedatum,EinheitBetriebsstatus,Bruttoleistung,Nettonennleistung,Lage
SEE973869037800,03256030,Nienburg (Weser),Steyerberg,9.054848,52.561444,2004-12-30,35,1800.000,1800.000,888
SEE939129833858,03355004,Lüneburg,Bardowick,10.350550,53.303394,2017-09-05,35,2780.000,2780.000,888
SEE932319557411,03355004,Lüneburg,Bardowick,10.335617,53.309811,2017-09-25,35,2780.000,2780.000,888
SEE977973495792,03355004,Lüneburg,Bardowick,10.358581,53.304814,2017-08-31,35,2780.000,2780.000,888
SEE946150608645,15089245,Salzlandkreis,Plötzkau,11.622635,51.732698,2016-09-22,35,3050.000,3050.000,888
SEE974148476068,03256030,Nienburg (Weser),Steyerberg,9.049163,52.562367,2005-01-27,35,1800.000,1800.000,888
SEE998304148200,03256030,Nienburg (Weser),Steyerberg,9.055910,52.558903,2005-07-07,35,2000.000,2000.000,888
SEE998980144411,03355004,Lüneburg,Bardowick,10.362525,53.311294,2017-09-29,35,2780.000,2780.000,888
SEE911957086217,03355004,Lüneburg,Bardowick,10.361106,53.308236,2017-09-11,35,2780.000,2780.000,888
SEE948730414394,03351007,Celle,Eicklingen,10.190667,52.531139,2002-12-30,35,850.000,850.000,888
SEE941850691379,15085135,Harz,Halberstadt,11.258618,51.534154,1994-11-15,35,110.000,110.000,888
SEE929963242879,03351007,Celle,Eicklingen,10.190833,52.533944,2002-12-30,35,850.000,850.000,888
SEE996930184685,09375148,Regensburg,Hemau,,,2010-07-19,35,3.800,3.800,888
SEE971546545655,03456002,Grafschaft Bentheim,Emlichheim,6.897672,52.537585,2001-07-03,35,1800.000,1800.000,888
SEE918189274078,03456002,Grafschaft Bentheim,Emlichheim,6.892597,52.546763,2001-06-29,35,1800.000,1800.000,888
SEE983564035087,01051062,Dithmarschen,Kronprinzenkoog,9.015355,53.990817,2020-02-03,35,2300.000,2300.000,888
SEE971509834406,05554024,Borken,Heek,7.091327,52.162061,2018-03-30,35,3000.000,3000.000,888
SEE962281494032,01061020,Steinburg,Büttel,9.226861,53.906368,1997-01-23,38,500.000,500.000,888
SEE964143515923,05554024,Borken,Heek,7.096138,52.166923,2018-05-25,35,3000.000,3000.000,888
SEE948566375531,12065165,Oberhavel,Kremmen,13.131017,52.688493,2006-04-07,35,800.000,800.000,888
SEE980780557683,12065165,Oberhavel,Kremmen,13.132962,52.684088,2006-04-07,35,800.000,800.000,888
SEE983530074461,15089245,Salzlandkreis,Plötzkau,11.616457,51.727827,2016-09-30,35,2350.000,2350.000,888
SEE997896212375,03456002,Grafschaft Bentheim,Emlichheim,6.888391,52.545060,2001-06-29,35,1800.000,1800.000,888
SEE927326263561,15089245,Salzlandkreis,Plötzkau,11.630348,51.732579,2016-09-23,35,3050.000,3050.000,888
SEE920063805629,15087045,Mansfeld-Südharz,Benndorf,11.455100,51.570500,2001-11-11,35,1000.000,1000.000,888
SEE931825760131,03456002,Grafschaft Bentheim,Emlichheim,6.896739,52.540305,2001-08-16,35,1800.000,1800.000,888
SEE960131248361,15087045,Mansfeld-Südharz,Benndorf,11.456700,51.567800,2001-11-11,35,1000.000,1000.000,888
SEE929103340410,15087045,Mansfeld-Südharz,Benndorf,11.461700,51.567700,2001-11-10,35,1000.000,1000.000,888
SEE915725540673,15087045,Mansfeld-Südharz,Benndorf,11.464500,51.570100,2001-11-12,38,1000.000,1000.000,888
SEE933760909477,03456002,Grafschaft Bentheim,Emlichheim,6.897160,52.545844,2001-06-29,35,1800.000,1800.000,888
SEE991723619757,15087045,Mansfeld-Südharz,Benndorf,11.468300,51.568900,2001-11-11,35,1000.000,1000.000,888
SEE999579345622,03456002,Grafschaft Bentheim,Emlichheim,6.886796,52.542088,2001-06-29,35,1800.000,1800.000,888
SEE996978440873,15089245,Salzlandkreis,Plötzkau,11.637713,51.731964,2016-09-26,35,3050.000,3050.000,888
SEE998007690341,15089245,Salzlandkreis,Plötzkau,11.646160,51.732260,2016-09-27,35,3050.000,3050.000,888
SEE967042795083,12061320,Dahme-Spreewald,Luckau,13.741300,51.900111,2020-02-19,35,2350.000,2350.000,888
SEE956909173447,05358004,Düren,Aldenhoven,6.277308,50.906801,2016-11-07,35,3170.000,3170.000,888
SEE934698095140,05166032,Viersen,Viersen,6.340434,51.220514,2007-03-14,35,2000.000,2000.000,888
SEE912257031334,03456002,Grafschaft Bentheim,Emlichheim,6.893627,52.543488,2001-06-29,35,1800.000,1800.000,888
SEE901337432192,09371154,Amberg-Sulzbach,Ursensollen,11.727795,49.413066,2013-07-13,35,2400.000,2400.000,888
SEE964519504971,15090070,Stendal,Bismark (Altmark),11.692830,52.680818,2020-02-20,35,2350.000,2350.000,888
SEE950254458938,15089245,Salzlandkreis,Plötzkau,11.654057,51.732316,2016-10-19,35,3050.000,3050.000,888
SEE963242074843,08127008,Schwäbisch Hall,Blaufelden,10.011628,49.273031,2017-09-29,35,3300.000,3300.000,888
SEE936857833082,09371154,Amberg-Sulzbach,Ursensollen,11.723473,49.414692,2013-07-11,35,2400.000,2400.000,888
SEE983689709788,08127008,Schwäbisch Hall,Blaufelden,10.009072,49.269267,2017-09-29,35,3300.000,3300.000,888
SEE942147739354,05166032,Viersen,Viersen,6.332336,51.221050,2007-03-21,35,2000.000,2000.000,888
SEE953755771476,08127012,Schwäbisch Hall,Bühlertann,9.968309,49.026587,2017-05-15,35,3300.000,3300.000,888
SEE996868242662,08127012,Schwäbisch Hall,Bühlertann,9.977986,49.024248,2017-05-17,35,3300.000,3300.000,888
SEE923355961461,08127012,Schwäbisch Hall,Bühlertann,9.971356,49.018729,2017-05-04,35,3300.000,3300.000,888
SEE930710804813,08127012,Schwäbisch Hall,Bühlertann,9.968624,49.021683,2017-05-04,35,3300.000,3300.000,888
SEE913030560348,01051021,Dithmarschen,Diekhusen-Fahrstedt,9.048858,53.943180,2016-11-09,35,3000.000,3000.000,888
SEE940687463708,08127008,Schwäbisch Hall,Blaufelden,9.946792,49.231858,2017-09-29,35,3300.000,3300.000,888
SEE961276574995,09575155,Neustadt a.d. Aisch-Bad Windsheim,Oberickelsheim,10.166954,49.587161,2011-11-08,35,2300.000,2300.000,888
SEE985548546206,08127008,Schwäbisch Hall,Blaufelden,9.945419,49.228431,2017-09-29,35,3300.000,3300.000,888
SEE950078656282,08127008,Schwäbisch Hall,Blaufelden,9.952717,49.229747,2017-09-29,35,3300.000,3300.000,888
SEE963471698827,03456002,Grafschaft Bentheim,Emlichheim,6.891069,52.541043,2001-06-29,35,1800.000,1800.000,888
SEE925965747756,05358036,Düren,Linnich,6.296495,51.016131,2001-12-12,35,1300.000,1300.000,888
SEE931678331762,07134020,Birkenfeld,Dienstweiler,7.202057,49.644732,2017-03-06,35,2400.000,2400.000,888
SEE959817968204,07134020,Birkenfeld,Dienstweiler,7.206289,49.639491,2017-03-11,35,2400.000,2400.000,888
SEE974553651043,15082340,Anhalt-Bitterfeld,Sandersdorf-Brehna,12.147272,51.631356,2001-07-10,35,850.000,850.000,888
SEE936320390272,08127032,Schwäbisch Hall,Gerabronn,9.888633,49.199664,2017-09-01,35,3300.000,3300.000,888
SEE980307561803,08127032,Schwäbisch Hall,Gerabronn,9.894667,49.199311,2017-09-05,35,3300.000,3300.000,888
SEE909194513658,03456002,Grafschaft Bentheim,Emlichheim,6.890902,52.537890,2001-08-24,35,1800.000,1800.000,888
SEE945279450449,15082340,Anhalt-Bitterfeld,Sandersdorf-Brehna,12.148567,51.629755,2001-07-12,35,2000.000,2000.000,888
SEE983586066366,08127032,Schwäbisch Hall,Gerabronn,9.897597,49.201714,2017-09-16,35,3300.000,3300.000,888
SEE946319505761,15082340,Anhalt-Bitterfeld,Sandersdorf-Brehna,12.159414,51.647317,2001-09-04,35,850.000,850.000,888
SEE938805126482,15090415,Stendal,Osterburg (Altmark),11.812917,52.754087,2002-11-26,38,1500.000,1500.000,888
SEE909480786780,13076162,Ludwigslust-Parchim,Zölkow,11.873063,53.590459,2000-03-30,35,500.000,500.000,888
SEE947091930680,15090415,Stendal,Osterburg (Altmark),11.813781,52.749587,2002-11-28,38,1500.000,1500.000,888
SEE979137594785,15090415,Stendal,Osterburg (Altmark),11.814753,52.747261,2002-11-28,38,1500.000,1500.000,888
SEE991674252720,14628130,Sächsische Schweiz-Osterzgebirge,Glashütte,,,2013-03-01,38,3.000,3.000,888
SEE969930974242,15090415,Stendal,Osterburg (Altmark),11.818402,52.752901,2002-11-26,38,1500.000,1500.000,888
SEE906573298779,15090415,Stendal,Osterburg (Altmark),11.820884,52.750865,2002-11-27,38,1500.000,1500.000,888
SEE933030435538,15082340,Anhalt-Bitterfeld,Sandersdorf-Brehna,12.177705,51.644004,2001-09-04,35,850.000,850.000,888
SEE981279301930,01057011,Plön,Bothkamp,,,2014-05-15,35,10.000,10.000,888
SEE997512699627,07232218,Eifelkreis Bitburg-Prüm,Eisenach,6.530173,49.851935,2010-06-29,35,2000.000,2000.000,888
SEE997541930821,07232218,Eifelkreis Bitburg-Prüm,Eisenach,6.532765,49.849919,2010-06-26,35,2000.000,2000.000,888
SEE978011979878,15082340,Anhalt-Bitterfeld,Sandersdorf-Brehna,12.150345,51.637388,2002-02-07,35,2000.000,2000.000,888
SEE934509031404,07232218,Eifelkreis Bitburg-Prüm,Eisenach,6.530828,49.846961,2009-12-18,35,2000.000,2000.000,888
SEE998960177569,07232218,Eifelkreis Bitburg-Prüm,Eisenach,6.523550,49.842525,2009-12-18,35,2000.000,2000.000,888
SEE932227001341,15082340,Anhalt-Bitterfeld,Sandersdorf-Brehna,12.151511,51.634615,2002-02-20,35,2000.000,2000.000,888
SEE973836814397,15082340,Anhalt-Bitterfeld,Sandersdorf-Brehna,12.160559,51.642298,2003-01-22,35,2000.000,2000.000,888
SEE968753961729,07232218,Eifelkreis Bitburg-Prüm,Eisenach,6.539703,49.838612,2010-06-17,35,2000.000,2000.000,888
SEE953570232305,07232218,Eifelkreis Bitburg-Prüm,Eisenach,6.535816,49.847909,2010-06-25,35,2000.000,2000.000,888
SEE933733402035,15082340,Anhalt-Bitterfeld,Sandersdorf-Brehna,12.159309,51.644874,2003-01-28,35,2000.000,2000.000,888
SEE914311974618,12068324,Ostprignitz-Ruppin,Neustadt (Dosse),12.390862,52.892678,2009-12-22,35,2000.000,2000.000,888
SEE935954244111,01051011,Dithmarschen,Brunsbüttel,9.107650,53.925642,2015-07-12,35,3050.000,3050.000,888
SEE923457488170,01051021,Dithmarschen,Diekhusen-Fahrstedt,9.055229,53.944858,2016-10-25,35,3000.000,3000.000,888
SEE995807470814,01051103,Dithmarschen,Schmedeswurth,9.053471,53.940680,2016-09-29,35,3000.000,3000.000,888
SEE984022848232,01051103,Dithmarschen,Schmedeswurth,9.058410,53.942655,2016-10-21,35,3000.000,3000.000,888
SEE936180933749,01051103,Dithmarschen,Schmedeswurth,9.059960,53.939904,2016-09-27,35,3000.000,3000.000,888
SEE947458439863,05774016,Paderborn,Büren,8.526663,51.568621,1999-04-09,38,500.000,500.000,888
SEE923014477067,01051043,Dithmarschen,Hedwigenkoog,8.857981,54.175810,2010-06-07,35,2300.000,2300.000,888
SEE984100976352,01051062,Dithmarschen,Kronprinzenkoog,9.031205,53.989672,2016-08-24,35,3000.000,3000.000,888
SEE999174830462,01051062,Dithmarschen,Kronprinzenkoog,9.036209,53.991486,2016-06-29,35,3000.000,3000.000,888
SEE948405800712,01051046,Dithmarschen,Helse,9.027420,53.984792,2016-08-24,35,3000.000,3000.000,888
SEE983605894666,01051046,Dithmarschen,Helse,9.032713,53.986265,2016-09-15,35,3000.000,3000.000,888
SEE910822713609,01051062,Dithmarschen,Kronprinzenkoog,9.037609,53.987810,2016-09-03,35,3000.000,3000.000,888
SEE905026450283,03103000,Wolfsburg,Wolfsburg,10.800162,52.467643,2005-02-01,35,800.000,800.000,888
SEE968913196527,01051046,Dithmarschen,Helse,9.029430,53.981448,2016-09-21,35,3000.000,3000.000,888
SEE994340752593,01051046,Dithmarschen,Helse,9.034067,53.982903,2016-09-17,35,3000.000,3000.000,888
SEE931433889972,01051046,Dithmarschen,Helse,9.038842,53.984529,2016-09-22,35,3000.000,3000.000,888
SEE915793412742,08117010,Göppingen,Böhmenkirch,9.912168,48.725551,2016-07-21,35,2780.000,2780.000,888
SEE934867755820,08135010,Heidenheim,Dischingen,10.358798,48.791146,2016-05-13,35,2780.000,2780.000,888
SEE911106730312,08135010,Heidenheim,Dischingen,10.372795,48.796923,2016-06-06,35,2780.000,2780.000,888
SEE967746974371,01051140,Dithmarschen,Oesterwurth,8.960179,54.196038,2010-11-22,35,800.000,800.000,888
SEE944843615246,01051140,Dithmarschen,Oesterwurth,8.962173,54.193899,2020-05-19,35,2300.000,2300.000,888
SEE970009059852,15082340,Anhalt-Bitterfeld,Sandersdorf-Brehna,12.173504,51.628762,1998-11-12,35,1500.000,1500.000,888
SEE997583655737,15082340,Anhalt-Bitterfeld,Sandersdorf-Brehna,12.162081,51.639606,2002-08-07,35,1800.000,1800.000,888
SEE987188226500,15082340,Anhalt-Bitterfeld,Sandersdorf-Brehna,12.163863,51.644099,2002-07-30,35,1800.000,1800.000,888
SEE930317939475,13076162,Ludwigslust-Parchim,Zölkow,11.875839,53.590591,2000-01-01,35,500.000,500.000,888
SEE954036789944,13076162,Ludwigslust-Parchim,Zölkow,11.870777,53.595538,2000-01-01,35,500.000,500.000,888
SEE982099406225,15082340,Anhalt-Bitterfeld,Sandersdorf-Brehna,12.169652,51.640149,2002-08-01,35,1800.000,1800.000,888
SEE903413423599,15082340,Anhalt-Bitterfeld,Sandersdorf-Brehna,12.164931,51.641959,2002-08-05,35,1800.000,1800.000,888
SEE977907923636,13076162,Ludwigslust-Parchim,Zölkow,11.870106,53.591847,2000-01-01,35,500.000,500.000,888
SEE915355680763,13076162,Ludwigslust-Parchim,Zölkow,11.870831,53.590592,2000-04-04,35,500.000,500.000,888
SEE995331925743,13076162,Ludwigslust-Parchim,Zölkow,11.871512,53.588140,2000-01-01,35,500.000,500.000,888
SEE918272767524,15082340,Anhalt-Bitterfeld,Sandersdorf-Brehna,12.177910,51.629050,2002-12-23,35,1800.000,1800.000,888
SEE908997292548,15082340,Anhalt-Bitterfeld,Sandersdorf-Brehna,12.177388,51.633738,2003-10-29,35,1800.000,1800.000,888
SEE999018225478,15082340,Anhalt-Bitterfeld,Sandersdorf-Brehna,12.162661,51.646721,2003-07-28,35,1800.000,1800.000,888
SEE960914713932,01061020,Steinburg,Büttel,9.226838,53.904948,1997-01-22,38,500.000,500.000,888
SEE924112091889,15082340,Anhalt-Bitterfeld,Sandersdorf-Brehna,12.168111,51.643989,2003-06-24,35,1800.000,1800.000,888
SEE964473778883,01061020,Steinburg,Büttel,9.226534,53.907779,1997-01-23,38,500.000,500.000,888
SEE974761073422,15082340,Anhalt-Bitterfeld,Sandersdorf-Brehna,12.175560,51.636365,2003-10-30,35,1800.000,1800.000,888
SEE986451412879,05974036,Soest,Rüthen,8.231220,51.294638,1998-10-03,35,500.000,500.000,888
SEE929544290251,12060005,Barnim,Ahrensfelde,13.666386,52.675850,2017-09-28,35,3000.000,3000.000,888
SEE985267717215,05762036,Höxter,Warburg,8.819202,51.565228,2016-12-23,35,2350.000,2350.000,888
SEE924454603450,05566068,Steinfurt,Ochtrup,7.115669,52.202735,2003-12-10,35,1000.000,1000.000,888
SEE979371694784,09575145,Neustadt a.d. Aisch-Bad Windsheim,Markt Erlbach,10.384600,49.321600,2006-09-07,35,2000.000,2000.000,888
SEE929519464434,05974012,Soest,Ense,7.998111,51.503088,1995-06-21,35,600.000,600.000,888
SEE949891055686,03359004,Stade,Balje,9.149102,53.792933,2020-02-21,35,3200.000,3200.000,888
SEE967834956104,03155013,Northeim,Einbeck,9.896695,51.866819,2003-08-22,35,1000.000,1000.000,888
SEE928525191730,01051067,Dithmarschen,Lieth,9.045456,54.148500,2015-12-17,35,3300.000,3300.000,888
SEE933335462994,13071004,Mecklenburgische Seenplatte,Altentreptow,13.200758,53.691669,2004-12-13,35,2000.000,2000.000,888
SEE932115201693,15085110,Harz,Falkenstein/Harz,11.457942,51.722179,2016-09-19,35,3050.000,3050.000,888
SEE997800363186,03155013,Northeim,Einbeck,9.901092,51.866723,2003-08-22,35,1000.000,1000.000,888
SEE980126548818,15085110,Harz,Falkenstein/Harz,11.456980,51.719137,2016-08-19,35,2350.000,2350.000,888
SEE904586131175,06532019,Lahn-Dill-Kreis,Siegbach,8.445383,50.743847,2015-12-31,35,3050.000,3050.000,888
SEE952013958093,13071004,Mecklenburgische Seenplatte,Altentreptow,13.206466,53.692205,2004-12-09,35,2000.000,2000.000,888
SEE924876512699,06534003,Marburg-Biedenkopf,Bad Endbach,8.444678,50.738763,2015-12-28,35,3050.000,3050.000,888
SEE958723785103,05974056,Soest,Wickede (Ruhr),7.843480,51.514636,1995-06-13,35,600.000,600.000,888
SEE907231242653,06534003,Marburg-Biedenkopf,Bad Endbach,8.447223,50.734458,2015-12-17,35,3050.000,3050.000,888
SEE907112370635,03155013,Northeim,Einbeck,9.905205,51.866934,2003-08-15,35,1000.000,1000.000,888
SEE977204982909,06532002,Lahn-Dill-Kreis,Bischoffen,8.487696,50.730425,2015-12-28,35,3050.000,3050.000,888
SEE918590207177,03155013,Northeim,Einbeck,9.909473,51.866892,2003-08-20,35,1000.000,1000.000,888
SEE947381137263,03155013,Northeim,Einbeck,9.903514,51.870192,2003-08-19,35,1000.000,1000.000,888
SEE978873185400,06534003,Marburg-Biedenkopf,Bad Endbach,8.490997,50.734397,2016-02-25,35,3050.000,3050.000,888
SEE920275576256,03155013,Northeim,Einbeck,9.910816,51.870135,2003-08-25,35,1000.000,1000.000,888
SEE938667928354,06532002,Lahn-Dill-Kreis,Bischoffen,8.497604,50.736719,2015-12-30,35,3050.000,3050.000,888
SEE913841073273,06532002,Lahn-Dill-Kreis,Bischoffen,8.502331,50.734554,2015-12-23,35,3050.000,3050.000,888
SEE993928517678,01058014,Rendsburg-Eckernförde,Bendorf,9.358081,54.090303,2014-12-15,35,3050.000,3050.000,888
SEE908280086120,05166032,Viersen,Viersen,6.332433,51.216600,2008-03-13,35,2000.000,2000.000,888
SEE985205748028,03452025,Aurich,Wiesmoor,7.793040,53.372937,2011-01-25,35,2300.000,2300.000,888
SEE963866170044,03355024,Lüneburg,Melbeck,10.396072,53.192987,2017-06-29,35,2780.000,2780.000,888
SEE954000013358,03355022,Lüneburg,Lüneburg,10.381217,53.195138,2017-06-28,35,2780.000,2780.000,888
SEE937778322860,03452025,Aurich,Wiesmoor,7.798391,53.373925,2011-01-25,35,2300.000,2300.000,888
SEE991871125414,03355024,Lüneburg,Melbeck,10.389042,53.193627,2017-07-12,35,2780.000,2780.000,888
SEE963440004918,03452025,Aurich,Wiesmoor,7.804416,53.375028,2011-02-01,35,2300.000,2300.000,888
SEE951223439118,01058021,Rendsburg-Eckernförde,Bokel,9.807778,54.209167,2013-12-09,35,3075.000,3075.000,888
SEE905982182440,01058014,Rendsburg-Eckernförde,Bendorf,9.355022,54.095581,2014-12-30,35,3050.000,3050.000,888
SEE919677442733,01058014,Rendsburg-Eckernförde,Bendorf,9.361131,54.095575,2014-12-01,35,3050.000,3050.000,888
SEE949914632023,01058014,Rendsburg-Eckernförde,Bendorf,9.357225,54.092792,2014-11-24,35,3050.000,3050.000,888
SEE942635927621,15090415,Stendal,Osterburg (Altmark),11.721976,52.766607,2020-02-07,35,3600.000,3600.000,888
SEE929700955284,15090415,Stendal,Osterburg (Altmark),11.724770,52.763150,2020-02-06,35,3600.000,3600.000,888
SEE987041017115,15085230,Harz,Osterwieck,10.833682,51.987110,2005-09-14,35,2000.000,2000.000,888
SEE914674550948,15090415,Stendal,Osterburg (Altmark),11.724201,52.759246,2020-02-07,35,3600.000,3600.000,888
SEE911105479014,08117010,Göppingen,Böhmenkirch,9.908688,48.721931,2016-08-05,35,2780.000,2780.000,888
SEE992151078086,03452014,Aurich,Krummhörn,7.171320,53.445053,1991-01-28,35,80.000,80.000,888
SEE949017696816,15085110,Harz,Falkenstein/Harz,11.461843,51.720228,2016-09-20,35,2350.000,2350.000,888
SEE934917216776,15083565,Börde,Wolmirstedt,11.550451,52.221408,2004-12-20,35,1000.000,1000.000,888
SEE993402882216,08117010,Göppingen,Böhmenkirch,9.915246,48.722518,2016-08-05,35,2780.000,2780.000,888
SEE957794426373,10042114,Merzig-Wadern,Mettlach,6.489862,49.459009,2003-07-04,35,1800.000,1800.000,888
SEE904609885535,03355024,Lüneburg,Melbeck,10.396072,53.192987,2017-07-14,35,2780.000,2780.000,888
SEE929267011836,12053000,Frankfurt (Oder),Frankfurt (Oder),14.401500,52.278060,2009-12-04,35,2000.000,2000.000,888
SEE952750439497,03241004,Region Hannover,Burgwedel,9.759301,52.580001,2010-09-16,35,800.000,800.000,888
SEE948407314880,15083298,Börde,Hohe Börde,11.462200,52.179336,2010-12-16,35,2500.000,2500.000,888
SEE997650979551,03355024,Lüneburg,Melbeck,10.388999,53.189977,2017-07-21,35,2780.000,2780.000,888
SEE913854373919,12053000,Frankfurt (Oder),Frankfurt (Oder),14.438692,52.300409,2006-11-30,35,2000.000,2000.000,888
SEE940182374950,03454044,Emsland,Rhede (Ems),7.251656,53.018839,2001-05-30,38,1800.000,1800.000,888
SEE990903163189,03241004,Region Hannover,Burgwedel,9.762860,52.574316,2010-09-16,35,800.000,800.000,888
SEE936072660425,10042114,Merzig-Wadern,Mettlach,6.490610,49.456815,2003-09-30,35,1800.000,1800.000,888
SEE919155982935,03241004,Region Hannover,Burgwedel,9.756899,52.585309,2010-09-14,35,800.000,800.000,888
SEE991363685228,12053000,Frankfurt (Oder),Frankfurt (Oder),14.410948,52.280053,2006-11-30,35,2000.000,2000.000,888
SEE922704608606,03355030,Lüneburg,Reinstorf,10.578288,53.258911,2017-04-29,35,2780.000,2780.000,888
SEE975144165604,10042114,Merzig-Wadern,Mettlach,6.494027,49.454999,2003-10-07,35,1800.000,1800.000,888
SEE949621402643,10042114,Merzig-Wadern,Mettlach,6.498128,49.458344,2003-10-10,35,1800.000,1800.000,888
SEE957374319583,03241004,Region Hannover,Burgwedel,9.761326,52.576860,2010-09-16,35,800.000,800.000,888
SEE940888764116,10042114,Merzig-Wadern,Mettlach,6.500183,49.454925,2003-10-17,35,1800.000,1800.000,888
SEE958212715239,07141038,Rhein-Lahn-Kreis,Eppenrod,7.923868,50.393910,2001-12-27,35,900.000,900.000,888
SEE907053873493,07141038,Rhein-Lahn-Kreis,Eppenrod,7.930412,50.394061,2001-12-27,35,900.000,900.000,888
SEE927471642204,15083565,Börde,Wolmirstedt,11.549769,52.219624,2004-12-20,35,1000.000,1000.000,888
SEE917131622509,07141038,Rhein-Lahn-Kreis,Eppenrod,7.931485,50.397043,2001-12-17,35,900.000,900.000,888
SEE959557823382,15083565,Börde,Wolmirstedt,11.551140,52.223205,2004-12-20,35,1000.000,1000.000,888
SEE939126088718,07334005,Germersheim,Freckenfeld,8.091252,49.084689,2018-02-13,35,3300.000,3300.000,888
SEE918250953970,07334005,Germersheim,Freckenfeld,8.100195,49.083932,2018-03-15,35,3300.000,3300.000,888
SEE982877797408,03355030,Lüneburg,Reinstorf,10.586618,53.259169,2017-05-26,35,2780.000,2780.000,888
SEE977353200848,07334005,Germersheim,Freckenfeld,8.104621,49.081492,2017-12-28,35,3300.000,3300.000,888
SEE982215864533,07334005,Germersheim,Freckenfeld,8.089691,49.080899,2018-03-22,35,3300.000,3300.000,888
SEE963233457617,07334005,Germersheim,Freckenfeld,8.094718,49.079310,2018-03-08,35,3300.000,3300.000,888
SEE955455326680,03355030,Lüneburg,Reinstorf,10.580008,53.256353,2017-04-27,35,2780.000,2780.000,888
SEE910611798503,07334005,Germersheim,Freckenfeld,8.104828,49.078363,2017-12-21,35,3300.000,3300.000,888
SEE931616769800,03355030,Lüneburg,Reinstorf,10.589099,53.256133,2017-05-17,35,2780.000,2780.000,888
SEE915057410149,12070149,Prignitz,Gumtow,12.175240,52.953550,2010-03-23,35,2000.000,2000.000,888
SEE973324716172,12070149,Prignitz,Gumtow,12.179800,52.952560,2010-03-10,35,2000.000,2000.000,888
SEE934148029329,03355030,Lüneburg,Reinstorf,10.582206,53.252557,2017-04-24,35,2780.000,2780.000,888
SEE994697200150,12070149,Prignitz,Gumtow,12.186550,52.954520,2010-03-02,35,2000.000,2000.000,888
SEE936155040236,12070149,Prignitz,Gumtow,12.189000,52.950170,2010-03-16,35,2000.000,2000.000,888
SEE942929895339,12070149,Prignitz,Gumtow,12.196730,52.954590,2010-02-25,35,2000.000,2000.000,888
SEE912408200398,03355030,Lüneburg,Reinstorf,10.591113,53.253041,2017-05-12,35,2780.000,2780.000,888
SEE952202290041,03355002,Lüneburg,Amelinghausen,10.176863,53.102517,2017-06-29,35,2780.000,2780.000,888
SEE944367392159,03355002,Lüneburg,Amelinghausen,10.168717,53.098984,2017-06-29,35,2780.000,2780.000,888
SEE964277046140,03355002,Lüneburg,Amelinghausen,10.176996,53.099154,2017-06-30,35,2780.000,2780.000,888
SEE906604911059,03355002,Lüneburg,Amelinghausen,10.165018,53.096422,2017-06-29,35,2780.000,2780.000,888
SEE935269179214,03355002,Lüneburg,Amelinghausen,10.169641,53.094516,2017-07-12,35,2780.000,2780.000,888
SEE903425977882,03355002,Lüneburg,Amelinghausen,10.175855,53.095668,2017-07-11,35,2780.000,2780.000,888
SEE935839008067,03355002,Lüneburg,Amelinghausen,10.172629,53.091807,2017-07-24,35,2780.000,2780.000,888
SEE928374435955,03452025,Aurich,Wiesmoor,7.809679,53.375979,2014-01-28,35,2300.000,2300.000,888
SEE970618929713,01059079,Schleswig-Flensburg,Silberstedt,9.402066,54.527271,2016-09-23,35,3000.000,3000.000,888
SEE948172162488,05566068,Steinfurt,Ochtrup,7.192227,52.184055,2014-11-19,35,2300.000,2300.000,888
SEE992941912095,07232206,Eifelkreis Bitburg-Prüm,Bleialf,,,2014-11-12,35,4.600,4.600,888
SEE920204094677,14522510,Mittelsachsen,Roßwein,13.219992,51.085321,1996-01-25,35,500.000,500.000,888
SEE947307779294,06634006,Schwalm-Eder-Kreis,Gilserberg,,,2012-02-17,35,10.000,10.000,888
SEE906301316423,12072426,Teltow-Fläming,Trebbin,13.300970,52.200228,2016-06-16,35,3300.000,3300.000,888
SEE932254781346,10046111,St. Wendel,Freisen,7.244112,49.508811,2011-04-19,35,2500.000,2500.000,888
SEE970857627296,15085230,Harz,Osterwieck,10.820514,51.998488,2014-12-10,35,2350.000,2350.000,888
SEE962605457118,12066320,Oberspreewald-Lausitz,Vetschau/Spreewald,14.006156,51.736167,2011-10-26,35,2500.000,2500.000,888
SEE976480495783,10046111,St. Wendel,Freisen,7.248124,49.507509,2011-03-25,35,2500.000,2500.000,888
SEE951472464015,12072426,Teltow-Fläming,Trebbin,13.303556,52.203167,2016-06-07,35,3300.000,3300.000,888
SEE929016889372,03452025,Aurich,Wiesmoor,7.813587,53.378094,2013-12-23,35,2300.000,2300.000,888
SEE901966672969,10046111,St. Wendel,Freisen,7.251646,49.506464,2011-04-05,35,2500.000,2500.000,888
SEE957543565100,12072426,Teltow-Fläming,Trebbin,13.306972,52.205639,2016-06-16,35,3300.000,3300.000,888
SEE959615758335,12066320,Oberspreewald-Lausitz,Vetschau/Spreewald,14.013389,51.737411,2011-10-20,35,2500.000,2500.000,888
SEE998799181157,15085230,Harz,Osterwieck,10.825576,51.997594,2014-12-10,35,2350.000,2350.000,888
SEE995133081432,06634023,Schwalm-Eder-Kreis,Schwarzenborn,9.414296,50.919769,1996-07-01,35,500.000,500.000,888
